Semiconductor,Theory,Formation_E_per_atom,Decomp_E_pfu,Bandgap,a,b,c,alpha,beta,gamma,Dielectric,SLME
Ag2Ba1Zr1S2Te2_kesterite,HSE+SOC,-1.149833303,1.783016343,1.971054718,15.94169609,14.86516946,16.04190754,111.8704302,109.4779151,112.8237873,6.738006836,36.96685934
Ag2Ba1Zr1S2Te2_stannite,HSE+SOC,-1.136503718,1.929621893,1.616586458,15.16573868,15.64978044,14.13049694,109.1956758,108.5242808,111.1584797,7.333496527,40.22649843
Ag2Ba1Zr1S3Se1_kesterite,HSE+SOC,-1.378841879,1.182022145,2.608711336,15.24623343,15.45170603,15.05047685,109.6553444,111.9663949,114.8584107,4.976433826,23.93096495
Ag2Ba1Zr1S3Te1_kesterite,HSE+SOC,-1.267659588,1.294723476,1.703232959,14.45020582,15.96088538,15.28736585,108.939289,109.7266934,111.5020792,5.82756003,38.73398005
Ag2Ba1Zr1S4_kesterite,HSE+SOC,-1.357678809,1.588717497,2.696804252,14.57888209,14.23327504,14.65748369,111.6663074,109.6315607,116.4930227,5.282536212,24.56698887
Ag2Ba1Zr1S4_stannite,HSE+SOC,-1.38468972,1.305378859,2.717165496,14.7190356,14.83629549,13.50475836,110.7268488,111.0761336,112.9876466,5.866507917,22.13325013
Ag2Ba1Zr1Se2Te2_kesterite,HSE+SOC,-1.119509719,1.7104047,1.925101889,15.71808791,15.350483,16.01562875,114.0634845,111.5204615,113.5932457,6.794383866,38.59771628
Ag2Ba1Zr1Se2Te2_stannite,HSE+SOC,-1.128079069,1.132682455,2.142602127,16.96457352,16.80228288,14.31046332,110.666621,116.4157846,114.6071265,5.60046921,35.60086345
Ag2Ba1Zr1Se3Te1_kesterite,HSE+SOC,-1.213479679,1.608996957,1.705790776,15.59293191,15.13683561,16.34634778,109.7116196,112.4718619,116.5833859,6.239808313,39.88705798
Ag2Ba1Zr1Se4_kesterite,HSE+SOC,-1.138223275,2.761703749,2.154867759,14.98597166,14.87123302,14.80116884,110.7951214,115.4237264,110.7961762,6.480219051,35.48220785
Ag2Ba1Zr1Se4_stannite,HSE+SOC,-1.172286178,2.624860689,2.265933876,14.84807026,15.69960235,13.99977688,114.9261364,108.1278844,115.6829773,6.520778145,32.76730629
Ag2Ba1Zr1Te4_kesterite,HSE+SOC,-0.878012449,1.615423243,1.743952523,16.74649759,16.2933668,16.47881482,113.4955766,116.3313599,110.8488394,7.093027525,41.51462597
Ag2Ba1Zr1Te4_stannite,HSE+SOC,-1.024992702,0.957155514,0.989955992,19.70390261,18.91590378,11.10259261,111.0671987,114.0700445,110.6171751,9.685523526,30.47774581
Ag2Ca0.5Ba0.5Ge1S4_kesterite,HSE+SOC,-0.947529833,0.107312402,2.302931716,13.92266039,14.00062218,15.18558579,108.7625196,109.1938152,110.5318156,2.99371915,32.12331451
Ag2Ca0.5Ba0.5Ge1S4_stannite,HSE+SOC,-0.975357067,-0.47835075,3.067523637,14.67298626,14.6297059,12.85243223,114.9917577,111.7713975,111.3179853,4.579472735,16.49674318
Ag2Ca0.5Ba0.5Ge1Se4_kesterite,HSE+SOC,-0.870763773,0.661508087,1.865887638,14.73886251,14.44304645,14.85522117,115.6782657,115.232848,116.1989121,5.359286901,37.18011171
Ag2Ca0.5Ba0.5Ge1Se4_stannite,HSE+SOC,-0.894072371,0.224518964,1.911015159,16.0363832,14.9890391,13.77551674,109.4290941,113.8717827,116.011437,3.565034226,38.71017517
Ag2Ca0.5Ba0.5Sn1S4_kesterite,HSE+SOC,-0.910532821,0.455850824,2.525635562,14.19994598,14.87732968,14.5273169,109.5971656,113.7143889,112.7963742,4.662370529,27.64954138
Ag2Ca0.5Ba0.5Sn1S4_stannite,HSE+SOC,-0.943349818,0.207727522,2.296568172,14.75259967,14.34407433,13.34977241,115.645357,113.2521285,110.1349012,2.265123354,30.71108988
Ag2Ca0.5Ba0.5Sn1Se4_kesterite,HSE+SOC,-0.841040304,0.954172265,1.693600984,14.96367421,15.35685801,15.53757999,110.6752975,111.105312,109.7843771,5.500899472,40.41081431
Ag2Ca0.5Ba0.5Sn1Se4_stannite,HSE+SOC,-0.865847162,0.792492523,1.76936093,15.60229623,14.91078719,14.9328639,115.5410763,109.6314449,115.7637759,4.660240823,39.14051118
Ag2Ca0.5Ba0.5Sn1Te4_kesterite,HSE+SOC,-0.607888291,0.643433258,1.027754344,16.76851674,16.11315089,17.27341543,115.6283593,111.2197846,110.0697093,7.670144915,32.06029938
Ag2Ca0.5Ba0.5Sn1Te4_stannite,HSE+SOC,-0.452183855,2.042006331,1.630394049,16.32474296,16.05521206,15.70072127,113.0341552,109.2761286,115.3224122,7.678535444,39.68197702
Ag2Ca0.5Ba0.5Zr1S4_kesterite,HSE+SOC,-1.379435612,1.35448619,3.174450474,14.03367658,14.56973193,14.35772913,109.1952975,114.105275,110.7397461,6.776154541,15.99141145
Ag2Ca0.5Ba0.5Zr1S4_stannite,HSE+SOC,-1.430961911,0.954846723,3.011801778,15.57515709,15.59240852,12.8260009,108.7329365,111.4042901,113.5669067,3.205550389,17.29891429
Ag2Ca0.5Ba0.5Zr1Se4_kesterite,HSE+SOC,-1.271515066,2.030192847,2.598331125,15.04309939,15.34111697,15.62875874,110.0836133,110.0111369,109.0020102,7.453969136,25.17402148
Ag2Ca0.5Ba0.5Zr1Se4_stannite,HSE+SOC,-1.297148725,1.913984195,2.374051245,15.26640671,14.76868452,14.2591216,113.3072222,108.7725124,108.4825638,5.885978503,29.38673815
Ag2Ca0.5Ba0.5Zr1Te4_kesterite,HSE+SOC,-0.714301598,3.13363867,1.750750547,15.21245079,15.44282716,15.2672264,111.4175749,112.2617519,116.8843905,7.876154879,40.26773056
Ag2Ca0.5Ba0.5Zr1Te4_stannite,HSE+SOC,-0.936176931,1.585506418,1.903516247,16.36010794,16.5628828,15.22287402,111.0075749,109.8637492,109.7055332,5.928472722,39.04209444
Ag2Ca0.5Cd0.5Ge1S4_kesterite,HSE+SOC,-0.76052212,-0.343359736,2.291204561,13.97639426,14.10312031,14.62833782,113.3138558,111.4904101,110.9962571,3.026701199,34.13267643
Ag2Ca0.5Cd0.5Ge1S4_stannite,HSE+SOC,-0.772555392,-0.331831545,1.938496321,14.02271843,14.07742879,13.7534537,108.364739,113.4857266,111.7139639,2.210264882,37.31318869
Ag2Ca0.5Cd0.5Ge1Se4_kesterite,HSE+SOC,-0.676241015,0.048411589,1.614502331,14.7705646,14.63164889,14.57014944,116.4869797,114.6429443,112.793035,4.837554881,40.73511495
Ag2Ca0.5Cd0.5Ge1Se4_stannite,HSE+SOC,-0.64432333,0.033967094,1.259857578,15.39177067,14.70837734,14.55216337,114.3408737,114.5344303,113.4807683,5.354420532,38.22158185
Ag2Ca0.5Cd0.5Ge1Te4_kesterite,HSE+SOC,-0.359081638,0.625281846,1.176283273,15.00665621,15.74194156,14.80856715,116.2257319,115.734481,112.6815731,9.047285315,35.54317502
Ag2Ca0.5Cd0.5Ge1Te4_stannite,HSE+SOC,-0.355691161,0.583913452,0.927719264,14.94087391,15.39669559,14.78911753,114.6303557,115.6106643,110.5246842,9.669403044,28.79160899
Ag2Ca0.5Cd0.5Sn1S4_kesterite,HSE+SOC,-0.713805481,-0.084234066,2.049919157,14.2949075,14.7208855,14.82781364,112.9146737,108.21728,110.6847695,2.990012643,36.79106297
Ag2Ca0.5Cd0.5Sn1S4_stannite,HSE+SOC,-0.710323753,-0.0732317,1.76762529,13.93127491,14.68678911,14.15346293,115.9466894,111.664811,109.6445482,5.728088079,41.219283
Ag2Ca0.5Cd0.5Sn1Se4_kesterite,HSE+SOC,-0.662176449,0.289146074,1.345582905,15.26398883,14.38862638,14.40993074,114.1913931,112.3929301,115.3191508,5.737925575,38.63889466
Ag2Ca0.5Cd0.5Sn1Se4_stannite,HSE+SOC,-0.69577435,0.282501401,1.080200435,14.41212301,15.34546937,15.0625247,113.7614299,108.0455807,113.1818312,6.000180668,35.26705872
Ag2Ca0.5Cd0.5Sn1Te4_stannite,HSE+SOC,-0.335305955,1.122767828,1.070973687,15.12742952,15.55565644,15.52132339,116.6595041,109.8948711,113.769882,9.029457722,34.52571912
Ag2Ca0.5Cd0.5Zr1S4_kesterite,HSE+SOC,-1.177122054,0.965647174,2.80999882,14.39374561,13.79366049,14.85362758,108.5764998,116.5989133,113.9873035,4.797600003,23.94155521
Ag2Ca0.5Cd0.5Zr1S4_stannite,HSE+SOC,-1.167658864,1.028694108,2.40268755,14.43193405,14.37067318,13.50888801,112.9479739,112.5313619,112.0941485,4.514962923,29.57831498
Ag2Ca0.5Cd0.5Zr1Se4_kesterite,HSE+SOC,-1.075775932,1.244932925,2.320074861,14.76750183,15.28452882,15.11577136,115.5675951,108.4922181,112.9521993,6.554416876,32.50152102
Ag2Ca0.5Cd0.5Zr1Se4_stannite,HSE+SOC,-1.092319631,1.234463476,1.907641305,15.15510956,15.69502121,14.74221801,114.3841036,112.6980292,111.6534693,4.932007621,36.52819855
Ag2Ca0.5Cd0.5Zr1Te4_kesterite,HSE+SOC,-0.562024984,2.367335844,1.645886764,15.94192902,15.92365273,15.68066355,116.7443007,110.2043387,115.2213739,8.686520829,40.81202112
Ag2Ca0.5Cd0.5Zr1Te4_stannite,HSE+SOC,-0.563648326,2.37414417,1.335959732,15.14409994,14.84995942,15.3007444,114.6295063,113.5073781,116.9530701,8.555125061,38.26569858
Ag2Ca0.5Sr0.5Ge1S4_kesterite,HSE+SOC,-0.928730643,0.068423382,2.402762826,14.38569274,14.47126341,14.80387607,116.2328544,115.0411932,108.0174647,2.844015103,27.59123332
Ag2Ca0.5Sr0.5Ge1S4_stannite,HSE+SOC,-1.018749188,-0.322876417,2.821765809,14.49624205,15.19403839,12.74282784,113.0892308,115.9074828,112.6086981,5.282385968,22.69186494
Ag2Ca0.5Sr0.5Ge1Se4_kesterite,HSE+SOC,-0.824861507,0.584844728,2.087627483,15.31443687,14.71859187,15.11458689,115.3307677,115.5835774,112.415497,4.99083757,36.01258664
Ag2Ca0.5Sr0.5Ge1Se4_stannite,HSE+SOC,-0.877366232,0.222236255,1.998640068,14.81152709,14.84735016,14.26582045,113.7921161,108.895448,110.2592294,6.430995725,36.76960601
Ag2Ca0.5Sr0.5Ge1Te4_stannite,HSE+SOC,-0.524686959,1.015217653,1.59859148,15.2609724,15.89587985,14.43415456,113.3635279,109.2708311,114.1554092,8.180965443,39.39384842
Ag2Ca0.5Sr0.5Sn0.5Ge0.5S2Te2_kesterite,HSE+SOC,-0.721843424,0.562491592,1.215143242,15.08055228,14.85140788,16.11444047,113.9679397,109.09011,109.5322034,7.30998647,38.8002959
Ag2Ca0.5Sr0.5Sn1S4_kesterite,HSE+SOC,-0.897408202,0.418423558,2.439111988,14.7746452,14.31353893,14.19147952,113.6880719,109.0825337,110.6921523,4.241079222,28.69930176
Ag2Ca0.5Sr0.5Sn1S4_stannite,HSE+SOC,-0.958480571,-0.065396103,2.28558448,14.97603384,14.94693647,13.65903135,112.072861,113.1936957,115.4256857,5.318895519,32.36670687
Ag2Ca0.5Sr0.5Sn1Se4_kesterite,HSE+SOC,-0.882600751,0.845609947,1.793757163,14.8041214,15.14232461,15.50711115,116.2843569,108.9947005,108.6730626,4.440916316,39.31278102
Ag2Ca0.5Sr0.5Sn1Se4_stannite,HSE+SOC,-0.847915127,0.689578183,1.724789373,15.11834047,15.07024024,14.59621978,116.5656406,114.6756242,111.0904267,4.306532327,40.41798787
Ag2Ca0.5Sr0.5Sn1Te4_kesterite,HSE+SOC,-0.430874742,2.091247167,1.428598564,15.82374837,15.93855446,15.61514718,114.1870342,109.5372471,108.665344,7.786651107,39.78007411
Ag2Ca0.5Sr0.5Sn1Te4_stannite,HSE+SOC,-0.653576448,0.236432313,1.448384925,16.20755983,16.33770217,15.87756217,115.4183516,112.1178758,110.3252613,7.552165513,41.59749919
Ag2Ca0.5Sr0.5Zr1S4_kesterite,HSE+SOC,-1.386286833,1.331267776,3.040263907,14.54744535,13.82230656,14.07272505,116.8621914,110.2336802,109.0916245,6.660068749,14.56245503
Ag2Ca0.5Sr0.5Zr1S4_stannite,HSE+SOC,-1.470759972,1.229459243,3.160850554,14.68007164,14.97392362,14.40489087,115.9564852,114.0628938,110.4950098,5.719312346,16.4390991
Ag2Ca0.5Sr0.5Zr1Se4_kesterite,HSE+SOC,-1.232892958,1.973533287,2.691722438,14.97131126,14.3060605,15.4521388,116.1492675,113.3429075,108.1740883,7.15479118,22.24561631
Ag2Ca0.5Sr0.5Zr1Se4_stannite,HSE+SOC,-1.282134324,1.8871449,2.558958288,15.51595315,14.73270434,14.41064327,110.967305,108.4453983,108.0237636,5.536319272,27.88815888
Ag2Ca0.5Sr0.5Zr1Te4_kesterite,HSE+SOC,-0.722065577,3.063951952,1.89933781,15.4438087,15.42464691,15.60013512,109.9667529,116.1164353,115.9365663,8.17818642,39.70009852
Ag2Ca0.5Sr0.5Zr1Te4_stannite,HSE+SOC,-0.714931618,2.937151629,1.518038065,16.03360845,15.55192157,15.54378273,110.4665665,115.5962835,111.4936768,7.817832621,40.27256584
Ag2Ca0.5Zn0.5Ge1S4_kesterite,HSE+SOC,-0.793568567,-0.304184274,2.560700554,13.60940566,14.01899441,14.35679956,109.9930623,115.7510101,112.5891161,3.987426855,26.24436262
Ag2Ca0.5Zn0.5Ge1S4_stannite,HSE+SOC,-0.737214843,-0.030916688,1.915915724,14.27435294,13.61250832,14.28897226,108.6987725,108.9855982,115.8660871,2.329366803,37.04035541
Ag2Ca0.5Zn0.5Ge1Se4_kesterite,HSE+SOC,-0.710738286,0.061124664,1.685908679,14.72859825,15.17756001,15.03531806,111.9989769,113.8295409,113.7685394,5.440013401,40.99580722
Ag2Ca0.5Zn0.5Ge1Se4_stannite,HSE+SOC,-0.677803381,0.291732355,1.037162216,14.51065898,14.44378308,14.27458173,116.1451608,108.4284961,116.3631085,5.705340919,30.04376932
Ag2Ca0.5Zn0.5Ge1Te4_kesterite,HSE+SOC,-0.372742511,0.470066058,1.18051683,14.73503232,14.90297512,14.73413041,115.2810226,114.1623887,114.8301821,9.351356896,35.88509702
Ag2Ca0.5Zn0.5Ge1Te4_stannite,HSE+SOC,-0.369606009,0.585397703,0.609222935,14.90897977,15.0440635,15.20983031,111.3987138,111.2238573,109.9122031,10.75768986,15.30030524
Ag2Ca0.5Zn0.5Sn1S4_kesterite,HSE+SOC,-0.773926867,-0.174487645,2.026760489,14.63657369,14.25840071,14.6216929,109.0210254,108.3713123,108.6435972,3.999169764,36.52778892
Ag2Ca0.5Zn0.5Sn1S4_stannite,HSE+SOC,-0.774997538,0.076306606,1.640388581,13.86704464,13.90654359,13.72007063,115.6917421,115.0403231,113.9509019,2.987031025,40.18047653
Ag2Ca0.5Zn0.5Sn1Se4_kesterite,HSE+SOC,-0.736217873,0.168968135,1.363207769,15.30418214,14.75611534,14.83931154,113.1722614,113.522374,116.9654007,6.087660334,38.48893106
Ag2Ca0.5Zn0.5Sn1Se4_stannite,HSE+SOC,-0.681923811,0.329607757,0.982928893,14.85600598,15.03425271,14.80947143,111.9115643,115.4292938,108.4176743,5.890526291,30.04304732
Ag2Ca0.5Zn0.5Sn1Te4_kesterite,HSE+SOC,-0.390933363,0.730422388,1.203081719,15.45588087,15.93259064,14.89917129,110.0849375,114.0652751,109.2025991,9.469211444,39.03662613
Ag2Ca0.5Zn0.5Sn1Te4_stannite,HSE+SOC,-0.36467184,0.851497649,0.841883941,15.8645804,15.96309392,15.45246204,114.5840322,110.34449,115.4224583,9.996501373,26.70708248
Ag2Ca0.5Zn0.5Zr1S4_kesterite,HSE+SOC,-1.305772381,0.953221489,2.89778236,13.65287891,14.17031467,14.10902889,115.9309613,109.9669562,112.5297268,5.294208689,22.06147612
Ag2Ca0.5Zn0.5Zr1S4_stannite,HSE+SOC,-1.222062748,1.065717785,2.441858024,14.13772355,14.83129281,14.53251592,113.6914128,113.0805193,114.6381588,4.689310729,29.20131185
Ag2Ca0.5Zn0.5Zr1Se4_kesterite,HSE+SOC,-1.151930002,1.497778406,2.349314176,14.67508519,14.14959725,14.7638032,108.271583,114.3858605,111.3615128,5.739528076,30.9449839
Ag2Ca0.5Zn0.5Zr1Se4_stannite,HSE+SOC,-1.140010263,1.59435582,2.076735906,15.16792606,15.35041157,14.64359978,116.2505197,108.446145,116.3487308,5.704333601,37.8480913
Ag2Ca0.5Zn0.5Zr1Te4_kesterite,HSE+SOC,-0.615314555,2.040054452,1.429950565,15.21760292,15.20115113,15.0832704,109.3696714,116.9237428,113.4369109,7.897965375,39.22250604
Ag2Ca0.5Zn0.5Zr1Te4_stannite,HSE+SOC,-0.603627596,2.070371019,1.351107581,15.32684168,15.90938324,15.80594507,116.9246062,116.2820393,111.7364456,8.454819717,39.68091426
Ag2Ca1Ge0.5Zr0.5S4_kesterite,HSE+SOC,-1.210901194,0.655513027,2.800922787,14.29655635,14.35146368,15.13433524,112.000181,110.6833195,114.2554639,3.794586461,22.82224384
Ag2Ca1Ge0.5Zr0.5S4_stannite,HSE+SOC,-1.211652884,0.437523274,3.010216652,14.97160007,15.34809728,13.3725636,116.0041522,108.9886462,110.8809662,2.613523229,17.37330085
Ag2Ca1Ge0.5Zr0.5Se4_kesterite,HSE+SOC,-1.077223174,1.087203871,2.08113052,14.94684724,15.13567214,15.10760876,114.5868323,116.2609967,113.5384611,4.188535081,35.36933072
Ag2Ca1Ge0.5Zr0.5Se4_stannite,HSE+SOC,-1.089691317,0.920206686,2.288286228,15.51575047,15.61442873,14.4168451,115.0898942,109.9608917,108.3151025,3.900986364,33.24420147
Ag2Ca1Ge0.5Zr0.5Te4_kesterite,HSE+SOC,-0.725258182,1.11523333,1.415004621,16.23075756,16.21330207,16.4025391,110.1768134,114.8891873,110.2100211,6.465223022,39.28756087
Ag2Ca1Ge0.5Zr0.5Te4_stannite,HSE+SOC,-0.662900911,1.392397081,1.69191839,15.59346385,16.41457386,15.66703036,110.6396019,111.2146036,112.3088881,5.949408377,40.35817167
Ag2Ca1Ge1S1Se1Te2_kesterite,HSE+SOC,-0.747482814,0.318278984,1.113228483,16.73984195,16.18399211,13.39998571,108.2938592,111.9288642,113.7658084,7.107700536,37.27515401
Ag2Ca1Ge1S1Se1Te2_stannite,HSE+SOC,-0.765545476,0.205571466,1.843902554,15.91998479,16.64575024,13.55660001,111.7121186,113.4875154,108.7954675,6.339290432,40.57743584
Ag2Ca1Ge1S1Se3_kesterite,HSE+SOC,-0.8472595,0.342082605,1.814084514,15.02059699,15.27330252,15.78068547,113.8407723,108.357554,109.3083082,3.280701299,38.51017371
Ag2Ca1Ge1S1Se3_stannite,HSE+SOC,-0.956385961,-0.109347874,1.840606442,15.68089172,15.8484063,12.22338729,112.2774461,111.2778052,111.7176335,6.768167128,39.27610609
Ag2Ca1Ge1S1Te3_kesterite,HSE+SOC,-0.652717025,0.631866518,1.30130309,15.88360105,16.21677888,16.09293448,113.5073457,116.7843637,106.7615501,6.866126725,38.02497808
Ag2Ca1Ge1S1Te3_stannite,HSE+SOC,-0.679785714,0.44832088,1.272754975,15.77463084,16.03470996,14.4591446,113.5760044,109.4267542,113.3932929,7.971949037,37.36089103
Ag2Ca1Ge1S2Se1Te1_kesterite,HSE+SOC,-0.796021743,0.393663061,1.147120187,15.52130771,14.28231743,15.01278685,113.6583152,111.0393881,112.3501348,6.481837864,34.90153196
Ag2Ca1Ge1S2Se1Te1_stannite,HSE+SOC,-0.896452387,-0.482188887,2.144896621,16.2129293,16.39230367,12.71996997,113.4529538,108.088513,111.455813,6.750116849,35.22549182
Ag2Ca1Ge1S2Se2_kesterite,HSE+SOC,-0.873363483,0.239209513,2.404435899,14.50557976,14.34866213,15.01129128,114.2281864,115.8845991,108.1632167,4.798808034,29.69764116
Ag2Ca1Ge1S2Se2_stannite,HSE+SOC,-0.988110879,-0.372311667,2.216662245,16.44151137,15.29392335,11.46579637,113.5245543,112.5451823,114.1269291,2.293118886,32.97495946
Ag2Ca1Ge1S2Te2_stannite,HSE+SOC,-0.820915533,-0.38307751,1.301913084,15.52035608,15.7003358,13.85913961,110.9074917,114.0843354,109.1135085,6.283220778,37.33866233
Ag2Ca1Ge1S3Te1_kesterite,HSE+SOC,-0.851051662,0.376970926,1.329517108,14.92969814,15.04497475,14.16617813,114.6961213,109.1609191,112.0211076,6.010130516,37.20148449
Ag2Ca1Ge1S4_kesterite,HSE+SOC,-0.931861634,0.087314186,3.07125151,7.139905422,7.11674238,14.27603946,115.6687887,115.3903619,113.1866207,4.020429401,16.54319719
Ag2Ca1Ge1S4_stannite,HSE+SOC,-0.967443516,-0.195401684,3.033063459,7.588650228,7.674036028,12.23010157,113.5020997,109.27652,110.4758719,3.574160969,15.97398146
Ag2Ca1Ge1Se1Te3_kesterite,HSE+SOC,-0.601283728,0.923176648,1.314950341,15.9583776,15.50071103,15.64216055,112.8293645,110.5250822,111.4141924,6.728036497,38.78916561
Ag2Ca1Ge1Se1Te3_stannite,HSE+SOC,-0.633233624,0.526343908,1.411106104,15.82961662,15.52339992,14.7808407,109.7775552,115.316807,112.813884,8.408026324,41.74242869
Ag2Ca1Ge1Se3Te1_stannite,HSE+SOC,-0.851396928,-0.06217687,1.848089462,15.90136431,16.4936542,11.95219725,108.3240629,113.2411602,107.5277641,5.98641253,39.79007739
Ag2Ca1Ge1Se4_kesterite,HSE+SOC,-0.885302764,0.497533683,2.095652411,7.660173125,7.195543675,15.69089102,108.414932,111.26916,115.5018951,7.307997288,35.51727129
Ag2Ca1Ge1Se4_stannite,HSE+SOC,-0.905682278,0.188321761,2.159280379,7.720969404,7.871045683,12.80462457,115.5283526,108.1081348,111.9162498,3.642461694,35.76824999
Ag2Ca1Ge1Te4_kesterite,HSE+SOC,-0.540480702,0.749674428,1.219392896,7.980609308,7.885955437,17.0110164,114.9352482,116.6391861,113.2258929,8.341328749,36.57604623
Ag2Ca1Ge1Te4_stannite,HSE+SOC,-0.618057391,0.358505462,1.503462923,8.737159858,8.680264647,14.05687776,108.0642503,110.1380143,114.0437839,7.881537383,40.6602135
Ag2Ca1Sn0.5Ge0.5S4_kesterite,HSE+SOC,-0.929192459,0.109520121,2.373580458,14.803592,14.39405642,14.53394241,111.9155571,112.6813037,111.1720683,1.878159266,31.75978764
Ag2Ca1Sn0.5Ge0.5S4_stannite,HSE+SOC,-0.956907216,-0.124482393,2.522917473,14.84070038,15.28745957,13.56124322,115.4855564,108.3460836,113.8892096,0.964474255,27.03481504
Ag2Ca1Sn0.5Ge0.5Se4_kesterite,HSE+SOC,-0.88875029,0.468577193,1.909492417,15.43208141,14.9756172,15.48186644,108.2960484,113.478631,112.2725965,4.032783829,39.04701104
Ag2Ca1Sn0.5Ge0.5Se4_stannite,HSE+SOC,-0.935003113,0.27912903,1.804840914,15.54820114,14.95832144,14.13951511,112.1774049,110.6191552,113.8383027,3.465760194,38.69329562
Ag2Ca1Sn0.5Ge0.5Te4_kesterite,HSE+SOC,-0.546544106,0.983808562,1.180922822,16.05724092,15.24104709,15.92907794,115.252173,111.6486882,114.6746271,7.516691906,38.10289994
Ag2Ca1Sn0.5Ge0.5Te4_stannite,HSE+SOC,-0.548217667,0.693282809,1.540387088,16.52339242,15.40649587,15.23696866,112.4031136,108.1671838,109.89578,7.665980085,39.33642103
Ag2Ca1Sn0.5Zr0.5S4_kesterite,HSE+SOC,-1.196720487,0.878649512,3.028081778,14.10601161,14.58577894,14.74886385,114.0067454,111.3039929,115.1226775,2.74155447,19.46392762
Ag2Ca1Sn0.5Zr0.5S4_stannite,HSE+SOC,-1.236623099,0.735500891,2.660443705,15.06456096,14.00835539,14.53274045,108.9597068,112.1712119,113.1452725,5.155492021,24.20158624
Ag2Ca1Sn0.5Zr0.5Se4_kesterite,HSE+SOC,-1.053364521,1.361292371,2.345383954,15.26718427,14.60798904,14.57477029,109.7920734,115.3136954,108.5755364,3.680792293,31.51397107
Ag2Ca1Sn0.5Zr0.5Se4_stannite,HSE+SOC,-1.04674803,1.290708007,2.142790471,14.67103871,14.84475043,14.68295285,113.201903,109.8332188,111.6760881,5.302102857,32.64854229
Ag2Ca1Sn0.5Zr0.5Te4_kesterite,HSE+SOC,-0.693881516,1.39494364,1.608092064,15.8106229,15.4914209,15.43296313,110.6055013,112.5009002,111.6566198,5.614699422,38.77089679
Ag2Ca1Sn0.5Zr0.5Te4_stannite,HSE+SOC,-0.612506503,2.169675936,1.746879131,15.55885354,16.03909374,15.06770762,116.3594374,111.0065175,108.2510218,7.393583811,42.08654464
Ag2Ca1Sn1S1Se1Te2_kesterite,HSE+SOC,-0.783015503,0.433490419,1.046903038,15.46620039,15.86978797,15.11430689,111.4952696,112.6442201,107.8400091,6.669294756,29.94116148
Ag2Ca1Sn1S1Se1Te2_stannite,HSE+SOC,-0.792154543,0.221198035,1.328287198,16.1928962,15.57891905,14.33802242,116.7194198,112.5587814,114.3915353,5.990722431,37.41950614
Ag2Ca1Sn1S1Se2Te1_kesterite,HSE+SOC,-0.820778663,0.385657569,1.057340145,15.48566834,15.53606574,15.99463968,111.6715263,109.4779881,113.6611463,6.643224624,31.02691604
Ag2Ca1Sn1S1Se2Te1_stannite,HSE+SOC,-0.825896734,0.588639062,1.419589934,15.09801698,14.73966452,14.86037312,110.0252447,110.1367794,114.1313042,6.688357214,40.16707355
Ag2Ca1Sn1S1Se3_kesterite,HSE+SOC,-0.908373229,0.356781108,1.748537145,14.61687158,14.53674469,14.90075104,109.1750919,113.0444944,112.0448508,3.325019851,41.60137607
Ag2Ca1Sn1S1Se3_stannite,HSE+SOC,-0.970097356,0.150959898,1.835575462,15.43448255,15.85204475,14.05569581,113.8955722,116.2302118,114.2545274,2.89203822,39.21499456
